,Date,Hours,Planned,Output
1902,2022-06-22,2000-2100,37,37
1903,2022-06-22,2100-2200,34,34
1904,2022-06-22,2200-2300,46,46
1905,2022-06-22,2300-0000,50,50
1906,2022-06-22,0000-0100,50,50
1907,2022-06-22,0100-0200,33,33
1908,2022-06-22,0200-0300,50,50
1909,2022-06-22,0300-0400,50,46
1910,2022-06-22,0400-0500,50,50
1911,2022-06-22,0500-0600,46,38
1912,2022-06-23,0600-0700,46,35
1913,2022-06-23,0700-0800,50,45
1914,2022-06-23,0800-0900,50,50
1915,2022-06-23,0900-1000,33,26
1916,2022-06-23,1000-1100,50,42
1917,2022-06-23,1100-1200,50,48
1918,2022-06-23,1200-1300,50,45
1919,2022-06-23,1300-1400,46,32
1920,2022-06-23,1400-1500,34,34
1921,2022-06-23,1500-1600,37,37
1922,2022-06-23,1600-1700,37,30
1923,2022-06-23,1700-1800,24,16
1924,2022-06-23,1800-1900,37,37
1925,2022-06-23,1900-2000,37,37
1926,2022-06-23,2000-2100,37,31
1927,2022-06-23,2100-2200,34,29
1928,2022-06-23,2200-2300,46,44
1929,2022-06-23,2300-0000,50,50
1930,2022-06-23,0000-0100,50,21
1931,2022-06-23,0100-0200,33,10
1932,2022-06-23,0200-0300,50,50
1933,2022-06-23,0300-0400,50,50
1934,2022-06-23,0400-0500,50,50
1935,2022-06-23,0500-0600,46,21
1936,2022-06-24,0600-0700,34,0
1937,2022-06-24,0700-0800,37,3
1938,2022-06-24,0800-0900,37,32
1939,2022-06-24,0900-1000,24,23
1940,2022-06-24,1000-1100,37,10
1941,2022-06-24,1100-1200,37,21
1942,2022-06-24,1200-1300,37,3
1943,2022-06-24,1300-1400,34,26
1944,2022-06-24,1400-1500,34,26
1945,2022-06-24,1500-1600,37,37
1946,2022-06-24,1600-1700,37,31
1947,2022-06-24,1700-1800,24,24
1948,2022-06-24,1800-1900,37,37
1949,2022-06-24,1900-2000,37,37
1950,2022-06-24,2000-2100,37,31
1951,2022-06-24,2100-2200,34,34
1952,2022-06-24,2200-2300,46,46
1953,2022-06-24,2300-0000,50,50
1954,2022-06-24,0000-0100,50,50
1955,2022-06-24,0100-0200,33,28
1956,2022-06-24,0200-0300,50,0
1957,2022-06-24,0300-0400,50,50
1958,2022-06-24,0400-0500,50,50
1959,2022-06-24,0500-0600,46,30
1960,2022-06-26,2200-2300,34,25
1961,2022-06-26,2300-0000,37,25
1962,2022-06-26,0000-0100,37,30
1963,2022-06-26,0100-0200,24,24
1964,2022-06-26,0200-0300,37,37
1965,2022-06-26,0300-0400,37,37
1966,2022-06-26,0400-0500,37,37
1967,2022-06-26,0500-0600,34,34
1968,2022-06-27,0600-0700,34,29
1969,2022-06-27,0700-0800,37,37
1970,2022-06-27,0800-0900,37,9
1971,2022-06-27,0900-1000,24,12
1972,2022-06-27,1000-1100,37,37
1973,2022-06-27,1100-1200,37,37
1974,2022-06-27,1200-1300,37,35
1975,2022-06-27,1300-1400,34,3
1976,2022-06-27,1400-1500,34,27
1977,2022-06-27,1500-1600,37,25
1978,2022-06-27,1600-1700,37,34
1979,2022-06-27,1700-1800,24,24
1980,2022-06-27,1800-1900,37,37
1981,2022-06-27,1900-2000,37,37
1982,2022-06-27,2000-2100,37,33
1983,2022-06-27,2100-2200,34,31
1984,2022-06-27,2200-2300,46,42
1985,2022-06-27,2300-0000,50,50
1986,2022-06-27,0000-0100,50,38
1987,2022-06-27,0100-0200,33,26
1988,2022-06-27,0200-0300,50,40
1989,2022-06-27,0300-0400,50,50
1990,2022-06-27,0400-0500,50,21
1991,2022-06-27,0500-0600,46,26
1992,2022-06-27,0600-0700,46,32
1993,2022-06-27,0700-0800,50,33
1994,2022-06-27,0800-0900,50,49
1995,2022-06-27,0900-1000,33,30
1996,2022-06-27,1000-1100,50,45
1997,2022-06-27,1100-1200,50,48
1998,2022-06-27,1200-1300,50,37
1999,2022-06-27,1300-1400,46,38
2000,2022-06-28,1400-1500,46,41
2001,2022-06-28,1500-1600,50,39
2002,2022-06-28,1600-1700,50,50
2003,2022-06-28,1700-1800,33,33
2004,2022-06-28,1800-1900,50,50
2005,2022-06-28,1900-2000,50,50
2006,2022-06-28,2000-2100,50,44
2007,2022-06-28,2100-2200,46,40
2008,2022-06-28,2200-2300,46,41
2009,2022-06-28,2300-0000,50,43
2010,2022-06-28,0000-0100,50,50
2011,2022-06-28,0100-0200,33,25
2012,2022-06-28,0200-0300,50,50
2013,2022-06-28,0300-0400,50,50
2014,2022-06-28,0400-0500,50,50
2015,2022-06-28,0500-0600,46,42
2016,2022-06-29,0600-0700,46,46
2017,2022-06-29,0700-0800,50,49
2018,2022-06-29,0800-0900,50,50
2019,2022-06-29,0900-1000,33,27
2020,2022-06-29,1000-1100,50,45
2021,2022-06-29,1100-1200,50,49
2022,2022-06-29,1200-1300,50,50
2023,2022-06-29,1300-1400,46,25
2024,2022-06-30,0600-0700,46,46
2025,2022-06-30,0700-0800,50,48
2026,2022-06-30,0800-0900,50,50
2027,2022-06-30,0900-1000,33,30
2028,2022-06-30,1000-1100,50,0
2029,2022-06-30,1100-1200,50,0
2030,2022-06-30,1200-1300,50,0
2031,2022-06-30,1300-1400,46,0
2032,2022-07-04,0600-0700,34,0
2033,2022-07-04,0700-0800,37,0
2034,2022-07-04,0800-0900,37,0
2035,2022-07-04,0900-1000,24,0
2036,2022-07-04,1000-1100,37,0
2037,2022-07-04,1100-1200,37,0
2038,2022-07-04,1200-1300,37,3
2039,2022-07-04,1300-1400,34,23
2040,2022-07-04,1400-1500,46,24
2041,2022-07-04,1500-1600,50,49
2042,2022-07-04,1600-1700,50,35
2043,2022-07-04,1700-1800,33,26
2044,2022-07-04,1800-1900,37,37
2045,2022-07-04,1900-2000,37,31
2046,2022-07-04,2000-2100,37,33
2047,2022-07-04,2100-2200,34,34
2048,2022-07-04,2200-2300,46,43
2049,2022-07-04,2300-0000,42,20
2050,2022-07-04,0000-0100,42,20
2051,2022-07-04,0100-0200,28,17
2052,2022-07-05,0200-0300,42,18
2053,2022-07-05,0300-0400,42,41
2054,2022-07-04,0400-0500,50,33
2055,2022-07-04,0500-0600,46,32
2056,2022-07-05,0600-0700,46,30
2057,2022-07-05,0700-0800,50,48
2058,2022-07-05,0800-0900,50,44
2059,2022-07-05,0900-1000,28,0
2060,2022-07-05,1000-1100,42,36
2061,2022-07-05,1100-1200,42,16
2062,2022-07-05,1200-1300,42,23
2063,2022-07-05,1300-1400,38,11
2064,2022-07-05,1400-1500,38,16
2065,2022-07-05,1500-1600,42,10
2066,2022-07-05,1600-1700,31,31
2067,2022-07-05,1700-1800,21,18
2068,2022-07-05,1800-1900,50,47
2069,2022-07-05,1900-2000,50,42
2070,2022-07-05,2000-2100,50,41
2071,2022-07-05,2100-2200,38,33
2072,2022-07-05,2200-2300,38,38
2073,2022-07-05,2300-0000,42,28
2074,2022-07-05,0000-0100,50,36
2075,2022-07-05,0100-0200,33,26
2076,2022-07-05,0200-0300,50,50
2077,2022-07-05,0300-0400,50,50
2078,2022-07-05,0400-0500,50,25
2079,2022-07-05,0500-0600,46,40
2080,2022-07-06,0600-0700,46,46
2081,2022-07-06,0700-0800,50,50
2082,2022-07-06,0800-0900,50,50
2083,2022-07-06,0900-1000,33,27
2084,2022-07-06,1000-1100,50,50
2085,2022-07-06,1100-1200,50,50
2086,2022-07-06,1200-1300,50,9
2087,2022-07-06,1300-1400,46,30
2088,2022-07-06,1400-1500,46,43
2089,2022-07-06,1500-1600,50,50
2090,2022-07-06,1600-1700,50,24
2091,2022-07-06,1700-1800,33,13
2092,2022-07-06,1800-1900,50,38
2093,2022-07-06,1900-2000,50,35
2094,2022-07-06,2000-2100,50,0
2095,2022-07-06,2100-2200,46,0
2096,2022-07-07,2200-2300,46,0
2097,2022-07-07,2300-0000,50,0
2098,2022-07-07,0000-0100,50,0
2099,2022-07-07,0100-0200,33,0
2100,2022-07-07,0200-0300,50,0
2101,2022-07-07,0300-0400,50,0
2102,2022-07-07,0400-0500,37,7
2103,2022-07-07,0500-0600,46,41
2104,2022-07-07,0600-0700,46,42
2105,2022-07-07,0700-0800,50,25
2106,2022-07-07,0800-0900,50,30
2107,2022-07-07,0900-1000,33,16
2108,2022-07-07,1000-1100,50,12
2109,2022-07-07,1100-1200,50,0
2110,2022-07-07,1200-1300,50,0
2111,2022-07-07,1300-1400,46,3
2112,2022-07-07,1400-1500,46,13
2113,2022-07-07,1500-1600,50,0
2114,2022-07-07,1600-1700,50,0
2115,2022-07-07,1700-1800,33,4
2116,2022-07-07,1800-1900,50,33
2117,2022-07-07,1900-2000,50,33
2118,2022-07-07,2000-2100,50,33
2119,2022-07-07,2100-2200,46,24
2120,2022-07-07,2200-2300,46,29
2121,2022-07-07,2300-0000,50,32
2122,2022-07-07,0000-0100,50,32
2123,2022-07-07,0100-0200,33,14
2124,2022-07-07,0200-0300,50,30
2125,2022-07-07,0300-0400,50,31
2126,2022-07-07,0400-0500,50,32
2127,2022-07-07,0500-0600,46,25
2128,2022-07-08,0600-0700,46,30
2129,2022-07-08,0700-0800,50,0
2130,2022-07-08,0800-0900,50,0
2131,2022-07-08,0900-1000,33,0
2132,2022-07-08,1000-1100,50,0
2133,2022-07-08,1100-1200,50,0
2134,2022-07-08,1200-1300,50,41
2135,2022-07-08,1300-1400,46,31
2136,2022-07-08,1400-1500,46,42
2137,2022-07-08,1500-1600,50,35
2138,2022-07-08,1600-1700,50,50
2139,2022-07-08,1700-1800,33,26
2140,2022-07-08,1800-1900,50,38
2141,2022-07-08,1900-2000,50,50
2142,2022-07-08,2000-2100,50,50
2143,2022-07-08,2100-2200,46,34
2144,2022-07-08,2200-2300,46,45
2145,2022-07-08,2300-0000,50,48
2146,2022-07-08,0000-0100,50,43
2147,2022-07-08,0100-0200,33,0
2148,2022-07-08,0200-0300,50,24
2149,2022-07-08,0300-0400,50,50
2150,2022-07-08,0400-0500,50,46
2151,2022-07-08,0500-0600,46,33
2152,2022-07-08,0600-0700,46,40
2153,2022-07-08,0700-0800,50,50
2154,2022-07-08,0800-0900,50,45
2155,2022-07-08,0900-1000,33,25
2156,2022-07-08,1000-1100,50,48
2157,2022-07-08,1100-1200,50,47
2158,2022-07-08,1200-1300,50,18
2159,2022-07-08,1300-1400,46,31
2160,2022-07-11,1400-1500,34,20
2161,2022-07-11,1500-1600,37,19
2162,2022-07-11,1600-1700,37,37
2163,2022-07-11,1700-1800,24,24
2164,2022-07-11,1800-1900,37,37
2165,2022-07-11,1900-2000,37,34
2166,2022-07-11,2000-2100,37,37
2167,2022-07-11,2100-2200,34,34
2168,2022-07-11,2200-2300,46,45
2169,2022-07-11,2300-0000,50,49
2170,2022-07-11,0000-0100,50,38
2171,2022-07-11,0100-0200,33,30
2172,2022-07-11,0200-0300,50,40
2173,2022-07-11,0300-0400,50,35
2174,2022-07-11,0400-0500,50,48
2175,2022-07-11,0500-0600,46,30
2176,2022-07-12,0600-0700,46,42
2177,2022-07-12,0700-0800,50,46
2178,2022-07-12,0800-0900,50,28
2179,2022-07-12,0900-1000,33,26
2180,2022-07-12,1000-1100,50,38
2181,2022-07-12,1100-1200,50,36
2182,2022-07-12,1200-1300,50,43
2183,2022-07-12,1300-1400,38,26
2184,2022-07-12,1400-1500,38,6
2185,2022-07-12,1500-1600,42,30
2186,2022-07-12,1600-1700,42,30
2187,2022-07-12,1700-1800,28,20
2188,2022-07-12,1800-1900,42,30
2189,2022-07-12,1900-2000,42,30
2190,2022-07-12,2000-2100,50,26
2191,2022-07-12,2100-2200,46,38
2192,2022-07-12,2200-2300,46,37
2193,2022-07-12,2300-0000,50,30
2194,2022-07-12,0000-0100,50,30
2195,2022-07-12,0100-0200,33,19
2196,2022-07-12,0200-0300,50,40
2197,2022-07-12,0300-0400,50,47
2198,2022-07-12,0400-0500,50,33
2199,2022-07-12,0500-0600,46,22
2200,2022-07-13,0600-0700,46,24
2201,2022-07-13,0700-0800,50,6
2202,2022-07-13,0800-0900,50,24
2203,2022-07-13,0900-1000,33,13
2204,2022-07-13,1000-1100,50,35
2205,2022-07-13,1100-1200,50,39
2206,2022-07-13,1200-1300,50,30
2207,2022-07-13,1300-1400,46,26
2208,2022-07-13,1400-1500,46,38
2209,2022-07-13,1500-1600,50,47
2210,2022-07-13,1600-1700,50,46
2211,2022-07-13,1700-1800,28,20
2212,2022-07-13,1800-1900,42,30
2213,2022-07-13,1900-2000,50,50
2214,2022-07-13,2000-2100,50,47
2215,2022-07-13,2100-2200,46,40
2216,2022-07-13,2200-2300,46,43
2217,2022-07-13,2300-0000,50,45
2218,2022-07-13,0000-0100,50,46
2219,2022-07-13,0100-0200,33,31
2220,2022-07-13,0200-0300,50,0
2221,2022-07-13,0300-0400,50,50
2222,2022-07-13,0400-0500,50,50
2223,2022-07-13,0500-0600,46,13
2224,2022-07-14,0600-0700,46,35
2225,2022-07-14,0700-0800,50,44
2226,2022-07-14,0800-0900,50,43
2227,2022-07-14,0900-1000,33,21
2228,2022-07-14,1000-1100,50,31
2229,2022-07-14,1100-1200,50,24
2230,2022-07-14,1200-1300,50,17
2231,2022-07-14,1300-1400,46,31
2232,2022-07-14,1400-1500,46,46
2233,2022-07-14,1500-1600,50,37
2234,2022-07-14,1600-1700,50,50
2235,2022-07-14,1700-1800,33,33
2236,2022-07-14,1800-1900,50,50
2237,2022-07-14,1900-2000,50,41
2238,2022-07-14,2000-2100,50,40
2239,2022-07-14,2100-2200,46,41
2240,2022-07-14,2200-2300,46,46
2241,2022-07-14,2300-0000,50,50
2242,2022-07-14,0000-0100,50,40
2243,2022-07-14,0100-0200,33,13
2244,2022-07-14,0200-0300,50,50
2245,2022-07-14,0300-0400,50,50
2246,2022-07-14,0400-0500,50,50
2247,2022-07-14,0500-0600,46,38
2248,2022-07-15,0600-0700,46,38
2249,2022-07-15,0700-0800,50,39
2250,2022-07-15,0800-0900,50,44
2251,2022-07-15,0900-1000,33,24
2252,2022-07-15,1000-1100,50,44
2253,2022-07-15,1100-1200,50,43
2254,2022-07-15,1200-1300,50,44
2255,2022-07-15,1300-1400,46,31
2256,2022-07-15,1400-1500,46,46
2257,2022-07-15,1500-1600,50,48
2258,2022-07-15,1600-1700,50,46
2259,2022-07-15,1700-1800,33,30
2260,2022-07-15,1800-1900,50,40
2261,2022-07-15,1900-2000,50,50
2262,2022-07-15,2000-2100,50,21
2263,2022-07-15,2100-2200,46,0
2264,2022-07-15,2200-2300,46,40
2265,2022-07-15,2300-0000,50,49
2266,2022-07-15,0000-0100,50,48
2267,2022-07-15,0100-0200,33,15
2268,2022-07-15,0200-0300,50,50
2269,2022-07-15,0300-0400,50,50
2270,2022-07-15,0400-0500,50,50
2271,2022-07-15,0500-0600,46,40
2272,2022-07-18,0600-0700,34,34
2273,2022-07-18,0700-0800,37,37
2274,2022-07-18,0800-0900,37,37
2275,2022-07-18,0900-1000,24,24
2276,2022-07-18,1000-1100,37,37
2277,2022-07-18,1100-1200,37,37
2278,2022-07-18,1200-1300,37,37
2279,2022-07-18,1300-1400,34,34
2280,2022-07-18,1400-1500,46,46
2281,2022-07-18,1500-1600,50,50
2282,2022-07-18,1600-1700,50,40
2283,2022-07-18,1700-1800,33,16
2284,2022-07-18,1800-1900,50,50
2285,2022-07-18,1900-2000,50,50
2286,2022-07-18,2000-2100,50,32
2287,2022-07-18,2100-2200,46,41
2288,2022-07-18,2200-2300,46,18
2289,2022-07-18,2300-0000,50,31
2290,2022-07-18,0000-0100,50,33
2291,2022-07-18,0100-0200,33,18
2292,2022-07-18,0200-0300,50,48
2293,2022-07-18,0300-0400,50,48
2294,2022-07-18,0400-0500,50,48
2295,2022-07-18,0500-0600,46,32
2296,2022-07-19,0600-0700,34,34
2297,2022-07-19,0700-0800,37,37
2298,2022-07-19,0800-0900,37,37
2299,2022-07-19,0900-1000,24,24
2300,2022-07-19,1000-1100,37,37
2301,2022-07-19,1100-1200,37,37
2302,2022-07-19,1200-1300,37,28
2303,2022-07-19,1300-1400,34,15
2304,2022-07-19,1400-1500,46,20
2305,2022-07-19,1500-1600,50,33
2306,2022-07-19,1600-1700,50,22
2307,2022-07-19,1700-1800,33,19
2308,2022-07-19,1800-1900,50,17
2309,2022-07-19,1900-2000,50,30
2310,2022-07-19,2000-2100,50,28
2311,2022-07-19,2100-2200,46,39
2312,2022-07-19,2200-2300,46,40
2313,2022-07-19,2300-0000,50,37
2314,2022-07-19,0000-0100,50,48
2315,2022-07-19,0100-0200,33,24
2316,2022-07-19,0200-0300,50,44
2317,2022-07-19,0300-0400,50,45
2318,2022-07-19,0400-0500,50,25
2319,2022-07-19,0500-0600,46,18
2320,2022-07-20,0600-0700,34,34
2321,2022-07-20,0700-0800,37,37
2322,2022-07-20,0800-0900,37,37
2323,2022-07-20,0900-1000,24,13
2324,2022-07-20,1000-1100,37,37
2325,2022-07-20,1100-1200,37,37
2326,2022-07-20,1200-1300,37,32
2327,2022-07-20,1300-1400,34,34
2328,2022-07-20,1400-1500,46,46
2329,2022-07-20,1500-1600,50,50
2330,2022-07-20,1600-1700,50,27
2331,2022-07-20,1700-1800,33,33
2332,2022-07-20,1800-1900,50,50
2333,2022-07-20,1900-2000,50,50
2334,2022-07-20,2000-2100,50,34
2335,2022-07-20,2100-2200,46,27
2336,2022-07-20,2200-2300,46,20
2337,2022-07-20,2300-0000,50,39
2338,2022-07-20,0000-0100,50,24
2339,2022-07-20,0100-0200,33,15
2340,2022-07-20,0200-0300,50,30
2341,2022-07-20,0300-0400,50,30
2342,2022-07-20,0400-0500,50,30
2343,2022-07-20,0500-0600,46,25
2344,2022-07-21,0600-0700,34,30
2345,2022-07-21,0700-0800,37,30
2346,2022-07-21,0800-0900,37,6
2347,2022-07-21,0900-1000,24,13
2348,2022-07-21,1000-1100,37,37
2349,2022-07-21,1100-1200,37,37
2350,2022-07-21,1200-1300,37,31
2351,2022-07-21,1300-1400,34,34
2352,2022-07-21,1400-1500,46,46
2353,2022-07-21,1500-1600,50,45
2354,2022-07-21,1600-1700,50,0
2355,2022-07-21,1700-1800,33,17
2356,2022-07-21,1800-1900,50,0
2357,2022-07-21,1900-2000,50,0
2358,2022-07-21,2000-2100,50,0
2359,2022-07-21,2100-2200,46,34
2360,2022-07-21,2200-2300,46,25
2361,2022-07-21,2300-0000,50,30
2362,2022-07-21,0000-0100,50,40
2363,2022-07-21,0100-0200,33,26
2364,2022-07-21,0200-0300,50,50
2365,2022-07-21,0300-0400,50,50
2366,2022-07-21,0400-0500,50,13
2367,2022-07-21,0500-0600,46,22
2368,2022-07-22,0600-0700,34,34
2369,2022-07-22,0700-0800,37,30
2370,2022-07-22,0800-0900,37,37
2371,2022-07-22,0900-1000,24,24
2372,2022-07-22,1000-1100,37,33
2373,2022-07-22,1100-1200,37,37
2374,2022-07-22,1200-1300,37,33
2375,2022-07-22,1300-1400,34,34
2376,2022-07-22,1400-1500,46,45
2377,2022-07-22,1500-1600,50,50
2378,2022-07-22,1600-1700,50,45
2379,2022-07-22,1700-1800,33,33
2380,2022-07-22,1800-1900,50,50
2381,2022-07-22,1900-2000,50,50
2382,2022-07-22,2000-2100,50,40
2383,2022-07-22,2100-2200,46,39
2384,2022-07-22,2200-2300,46,38
2385,2022-07-22,2300-0000,50,15
2386,2022-07-22,0000-0100,50,0
2387,2022-07-22,0100-0200,33,0
2388,2022-07-22,0200-0300,50,4
2389,2022-07-22,0300-0400,50,46
2390,2022-07-22,0400-0500,50,49
2391,2022-07-22,0500-0600,46,36
2392,2022-07-25,0600-0700,46,40
2393,2022-07-25,0700-0800,50,50
2394,2022-07-25,0800-0900,50,48
2395,2022-07-25,0900-1000,33,33
2396,2022-07-25,1000-1100,50,50
2397,2022-07-25,1100-1200,50,50
2398,2022-07-25,1200-1300,50,50
2399,2022-07-25,1300-1400,46,35
2400,2022-07-25,1400-1500,46,24
2401,2022-07-25,1500-1600,50,31
2402,2022-07-25,1600-1700,50,13
2403,2022-07-25,1700-1800,33,20
2404,2022-07-25,1800-1900,50,49
2405,2022-07-25,1900-2000,50,40
2406,2022-07-25,2000-2100,50,34
2407,2022-07-25,2100-2200,46,30
2408,2022-07-25,2200-2300,34,34
2409,2022-07-25,2300-0000,37,37
2410,2022-07-25,0000-0100,37,37
2411,2022-07-25,0100-0200,24,24
2412,2022-07-25,0200-0300,37,37
2413,2022-07-25,0300-0400,37,37
2414,2022-07-25,0400-0500,37,37
2415,2022-07-25,0500-0600,34,34
2416,2022-07-26,0600-0700,46,31
2417,2022-07-26,0700-0800,50,50
2418,2022-07-26,0800-0900,50,50
2419,2022-07-26,0900-1000,33,29
2420,2022-07-26,1000-1100,50,49
2421,2022-07-26,1100-1200,50,40
2422,2022-07-26,1200-1300,50,50
2423,2022-07-26,1300-1400,46,40
2424,2022-07-26,1400-1500,46,35
2425,2022-07-26,1500-1600,50,45
2426,2022-07-26,1600-1700,50,47
2427,2022-07-26,1700-1800,33,12
2428,2022-07-26,1800-1900,50,39
2429,2022-07-26,1900-2000,50,46
2430,2022-07-26,2000-2100,50,47
2431,2022-07-26,2100-2200,46,38
2432,2022-07-26,2200-2300,34,34
2433,2022-07-26,2300-0000,37,37
2434,2022-07-26,0000-0100,37,37
2435,2022-07-26,0100-0200,24,24
2436,2022-07-26,0200-0300,37,37
2437,2022-07-26,0300-0400,37,37
2438,2022-07-26,0400-0500,37,37
2439,2022-07-26,0500-0600,34,34
2440,2022-07-27,0600-0700,46,46
2441,2022-07-27,0700-0800,50,50
2442,2022-07-27,0800-0900,50,50
2443,2022-07-27,0900-1000,33,33
2444,2022-07-27,1000-1100,50,50
2445,2022-07-27,1100-1200,50,50
2446,2022-07-27,1200-1300,50,50
2447,2022-07-27,1300-1400,46,39
2448,2022-07-27,1400-1500,34,32
2449,2022-07-27,1500-1600,37,37
2450,2022-07-27,1600-1700,37,37
2451,2022-07-27,1700-1800,24,22
2452,2022-07-27,1800-1900,37,34
2453,2022-07-27,1900-2000,37,37
2454,2022-07-27,2000-2100,37,29
2455,2022-07-27,2100-2200,34,26
2456,2022-07-27,2200-2300,34,30
2457,2022-07-27,2300-0000,37,37
2458,2022-07-27,0000-0100,37,30
2459,2022-07-27,0100-0200,24,24
2460,2022-07-27,0200-0300,37,37
2461,2022-07-27,0300-0400,37,37
2462,2022-07-27,0400-0500,37,37
2463,2022-07-27,0500-0600,34,34
2464,2022-07-28,0600-0700,46,46
2465,2022-07-28,0700-0800,50,50
2466,2022-07-28,0800-0900,50,50
2467,2022-07-28,0900-1000,33,29
2468,2022-07-28,1000-1100,50,50
2469,2022-07-28,1100-1200,50,50
2470,2022-07-28,1200-1300,50,50
2471,2022-07-28,1300-1400,46,40
2472,2022-07-28,1400-1500,46,41
2473,2022-07-28,1500-1600,50,48
2474,2022-07-28,1600-1700,50,37
2475,2022-07-28,1700-1800,33,24
2476,2022-07-28,1800-1900,50,48
2477,2022-07-28,1900-2000,50,50
2478,2022-07-28,2000-2100,50,31
2479,2022-07-28,2100-2200,46,26
2480,2022-07-28,2200-2300,34,28
2481,2022-07-28,2300-0000,50,20
2482,2022-07-28,0000-0100,50,30
2483,2022-07-28,0100-0200,33,21
2484,2022-07-28,0200-0300,50,31
2485,2022-07-28,0300-0400,50,45
2486,2022-07-28,0400-0500,50,41
2487,2022-07-28,0500-0600,46,20
2488,2022-07-29,0600-0700,34,34
2489,2022-07-29,0700-0800,37,37
2490,2022-07-29,0800-0900,37,37
2491,2022-07-29,0900-1000,24,24
2492,2022-07-29,1000-1100,37,37
2493,2022-07-29,1100-1200,37,37
2494,2022-07-29,1200-1300,37,37
2495,2022-07-29,1300-1400,34,34
2496,2022-07-29,1400-1500,46,39
2497,2022-07-29,1500-1600,50,45
2498,2022-07-29,1600-1700,50,41
2499,2022-07-29,1700-1800,33,20
2500,2022-07-29,1800-1900,50,50
2501,2022-07-29,1900-2000,50,50
2502,2022-07-29,2000-2100,50,42
2503,2022-07-29,2100-2200,46,32
2504,2022-07-29,2200-2300,46,27
2505,2022-07-29,2300-0000,50,32
2506,2022-07-29,0000-0100,50,38
2507,2022-07-29,0100-0200,33,20
2508,2022-07-29,0200-0300,50,37
2509,2022-07-29,0300-0400,50,37
2510,2022-07-29,0400-0500,50,36
2511,2022-07-29,0500-0600,46,25
2512,2022-08-01,0600-0700,46,38
2513,2022-08-01,0700-0800,50,45
2514,2022-08-01,0800-0900,50,3
2515,2022-08-01,0900-1000,33,0
2516,2022-08-01,1000-1100,50,0
2517,2022-08-01,1100-1200,50,0
2518,2022-08-01,1200-1300,50,0
2519,2022-08-01,1300-1400,46,0
2520,2022-08-01,1400-1500,46,0
2521,2022-08-01,1500-1600,50,0
2522,2022-08-01,1600-1700,50,42
2523,2022-08-01,1700-1800,33,24
2524,2022-08-01,1800-1900,50,42
2525,2022-08-01,1900-2000,50,43
2526,2022-08-01,2000-2100,50,43
2527,2022-08-01,2100-2200,46,36
2528,2022-08-01,2200-2300,46,46
2529,2022-08-01,2300-0000,50,20
2530,2022-08-01,0000-0100,50,24
2531,2022-08-01,0100-0200,33,33
2532,2022-08-01,0200-0300,50,50
2533,2022-08-01,0300-0400,50,24
2534,2022-08-01,0400-0500,50,0
2535,2022-08-01,0500-0600,46,0
2536,2022-08-02,0600-0700,46,0
2537,2022-08-02,0700-0800,50,31
2538,2022-08-02,0800-0900,50,50
2539,2022-08-02,0900-1000,33,26
2540,2022-08-02,1000-1100,50,50
2541,2022-08-02,1100-1200,50,39
2542,2022-08-02,1200-1300,50,38
2543,2022-08-02,1300-1400,46,36
2544,2022-08-02,1400-1500,46,36
2545,2022-08-02,1500-1600,50,40
2546,2022-08-02,1600-1700,50,42
2547,2022-08-02,1700-1800,33,8
2548,2022-08-02,1800-1900,12,5
2549,2022-08-02,1900-2000,12,0
2550,2022-08-02,2000-2100,50,11
2551,2022-08-02,2100-2200,46,10
2552,2022-08-02,2200-2300,46,46
2553,2022-08-02,2300-0000,50,36
2554,2022-08-02,0000-0100,50,50
2555,2022-08-02,0100-0200,33,33
2556,2022-08-02,0200-0300,50,48
2557,2022-08-02,0300-0400,50,50
2558,2022-08-02,0400-0500,50,44
2559,2022-08-02,0500-0600,46,21
2560,2022-08-03,0600-0700,46,42
2561,2022-08-03,0700-0800,50,50
2562,2022-08-03,0800-0900,50,50
2563,2022-08-03,0900-1000,33,25
2564,2022-08-03,1000-1100,50,48
2565,2022-08-03,1100-1200,50,42
2566,2022-08-03,1200-1300,50,31
2567,2022-08-03,1300-1400,46,26
2568,2022-08-03,1400-1500,46,33
2569,2022-08-03,1500-1600,50,36
2570,2022-08-03,1600-1700,50,30
2571,2022-08-03,1700-1800,33,20
2572,2022-08-03,1800-1900,50,35
2573,2022-08-03,1900-2000,50,37
2574,2022-08-03,2000-2100,50,32
2575,2022-08-03,2100-2200,46,30
2576,2022-08-03,2200-2300,46,46
2577,2022-08-03,2300-0000,50,50
2578,2022-08-03,0000-0100,50,50
2579,2022-08-03,0100-0200,33,22
2580,2022-08-03,0200-0300,50,50
2581,2022-08-03,0300-0400,50,50
2582,2022-08-03,0400-0500,50,50
2583,2022-08-03,0500-0600,46,35
2584,2022-08-04,0600-0700,46,40
2585,2022-08-04,0700-0800,50,15
2586,2022-08-04,0800-0900,50,0
2587,2022-08-04,0900-1000,33,0
2588,2022-08-04,1000-1100,50,25
2589,2022-08-04,1100-1200,50,50
2590,2022-08-04,1200-1300,50,35
2591,2022-08-04,1300-1400,46,29
2592,2022-08-04,1400-1500,46,29
2593,2022-08-04,1500-1600,50,48
2594,2022-08-04,1600-1700,50,40
2595,2022-08-04,1700-1800,33,29
2596,2022-08-04,1800-1900,50,39
2597,2022-08-04,1900-2000,50,38
2598,2022-08-04,2000-2100,50,21
2599,2022-08-04,2100-2200,46,0
2600,2022-08-04,2200-2300,46,0
